term,vintage_year,mob,n_active,pct_active,pct_prepaid,pct_defaulted,total_loans
36,2007,0,251,1.0,0.0,0.0,251
36,2007,1,251,1.0,0.0,0.0,251
36,2007,2,251,1.0,0.0,0.0,251
36,2007,3,248,0.9880478087649402,0.01195219123505976,0.0,251
36,2007,4,247,0.9840637450199203,0.01593625498007968,0.0,251
36,2007,5,246,0.9800796812749004,0.0199203187250996,0.0,251
36,2007,6,242,0.9641434262948207,0.035856573705179286,0.0,251
36,2007,7,231,0.9203187250996016,0.06374501992031872,0.01593625498007968,251
36,2007,8,225,0.896414342629482,0.08366533864541832,0.0199203187250996,251
36,2007,9,218,0.8685258964143426,0.10756972111553785,0.02390438247011952,251
36,2007,10,213,0.848605577689243,0.11155378486055777,0.0398406374501992,251
36,2007,11,208,0.8286852589641435,0.12749003984063745,0.043824701195219126,251
36,2007,12,206,0.8207171314741036,0.13545816733067728,0.043824701195219126,251
36,2007,13,202,0.8047808764940239,0.14741035856573706,0.04780876494023904,251
36,2007,14,200,0.796812749003984,0.1553784860557769,0.04780876494023904,251
36,2007,15,192,0.7649402390438247,0.16733067729083664,0.06772908366533864,251
36,2007,16,189,0.7529880478087649,0.17131474103585656,0.07569721115537849,251
36,2007,17,189,0.7529880478087649,0.17131474103585656,0.07569721115537849,251
36,2007,18,186,0.7410358565737052,0.17131474103585656,0.08764940239043825,251
36,2007,19,180,0.7171314741035857,0.18725099601593626,0.09561752988047809,251
36,2007,20,173,0.6892430278884463,0.20318725099601595,0.10756972111553785,251
36,2007,21,171,0.6812749003984063,0.20318725099601595,0.11553784860557768,251
36,2007,22,169,0.6733067729083665,0.20717131474103587,0.11952191235059761,251
36,2007,23,167,0.6653386454183267,0.2151394422310757,0.11952191235059761,251
36,2007,24,163,0.649402390438247,0.22709163346613545,0.12350597609561753,251
36,2007,25,161,0.6414342629482072,0.2350597609561753,0.12350597609561753,251
36,2007,26,158,0.6294820717131474,0.2350597609561753,0.13545816733067728,251
36,2007,27,152,0.6055776892430279,0.250996015936255,0.14342629482071714,251
36,2007,28,148,0.5896414342629482,0.26294820717131473,0.14741035856573706,251
36,2007,29,142,0.5657370517928287,0.2749003984063745,0.1553784860557769,251
36,2007,30,138,0.549800796812749,0.2749003984063745,0.1593625498007968,251
36,2007,31,131,0.5219123505976095,0.2749003984063745,0.17131474103585656,251
36,2007,32,126,0.50199203187251,0.2749003984063745,0.17131474103585656,251
36,2007,33,123,0.4900398406374502,0.2749003984063745,0.17131474103585656,251
36,2007,34,121,0.4820717131474104,0.2749003984063745,0.17131474103585656,251
36,2007,35,114,0.4541832669322709,0.2749003984063745,0.17131474103585656,251
36,2007,36,0,0.0,0.2749003984063745,0.17928286852589642,251
36,2008,0,1561,1.0,0.0,0.0,1561
36,2008,1,1548,0.9916720051249199,0.0064061499039077515,0.0019218449711723255,1561
36,2008,2,1537,0.9846252402306214,0.011531069827033953,0.003843689942344651,1561
36,2008,3,1519,0.9730941704035875,0.019218449711723255,0.007687379884689302,1561
36,2008,4,1497,0.9590006406149904,0.028827674567584883,0.012171684817424727,1561
36,2008,5,1477,0.9461883408071748,0.037155669442664956,0.016655989750160152,1561
36,2008,6,1460,0.9352978859705318,0.042921204356181936,0.021780909673286355,1561
36,2008,7,1441,0.923126201153107,0.05060858424087124,0.02626521460602178,1561
36,2008,8,1415,0.9064702114029468,0.060858424087123636,0.03267136450992953,1561
36,2008,9,1399,0.8962203715566944,0.06598334401024984,0.03779628443305574,1561
36,2008,10,1385,0.8872517616912236,0.06982703395259449,0.042921204356181936,1561
36,2008,11,1363,0.8731582319026265,0.07687379884689302,0.049967969250480464,1561
36,2008,12,1329,0.8513773222293401,0.0903267136450993,0.05829596412556054,1561
36,2008,13,1306,0.8366431774503523,0.09993593850096093,0.06342088404868675,1561
36,2008,14,1280,0.8199871877001922,0.10954516335682254,0.07046764894298527,1561
36,2008,15,1256,0.8046124279308136,0.11787315823190263,0.07751441383728379,1561
36,2008,16,1234,0.7905188981422165,0.1262011531069827,0.08327994875080078,1561
36,2008,17,1204,0.7713004484304933,0.13837283792440744,0.0903267136450993,1561
36,2008,18,1181,0.7565663036515055,0.1473414477898783,0.09609224855861627,1561
36,2008,19,1158,0.7418321588725176,0.15631005765534914,0.10185778347213324,1561
36,2008,20,1140,0.7303010890454836,0.16399743754003843,0.1057014734144779,1561
36,2008,21,1108,0.7098014093529789,0.17680973734785393,0.1133888532991672,1561
36,2008,22,1077,0.6899423446508648,0.18834080717488788,0.12171684817424727,1561
36,2008,23,1058,0.6777706598334401,0.19666880204996798,0.12556053811659193,1561
36,2008,24,1026,0.6572709801409353,0.2114029468289558,0.1313260730301089,1561
36,2008,25,1001,0.6412556053811659,0.22229340166559897,0.1364509929532351,1561
36,2008,26,975,0.6245996156310057,0.23638693145419604,0.13901345291479822,1561
36,2008,27,946,0.6060217809096733,0.25432415118513774,0.13965406790518897,1561
36,2008,28,914,0.5855221012171685,0.2729019859064702,0.14157591287636132,1561
36,2008,29,892,0.5714285714285714,0.2729019859064702,0.1447789878283152,1561
36,2008,30,868,0.5560538116591929,0.2729019859064702,0.1467008327994875,1561
36,2008,31,836,0.535554131966688,0.2729019859064702,0.1473414477898783,1561
36,2008,32,816,0.5227418321588725,0.2729019859064702,0.1492632927610506,1561
36,2008,33,791,0.5067264573991032,0.2729019859064702,0.1518257527226137,1561
36,2008,34,753,0.4823830877642537,0.2729019859064702,0.15502882767456758,1561
36,2008,35,717,0.45932094811018576,0.2729019859064702,0.15631005765534914,1561
36,2008,36,0,0.0,0.2729019859064702,0.15759128763613067,1561
36,2009,0,4704,1.0,0.0,0.0,4704
36,2009,1,4657,0.9900085034013606,0.00744047619047619,0.002551020408163265,4704
36,2009,2,4581,0.9738520408163265,0.020620748299319726,0.0055272108843537416,4704
36,2009,3,4532,0.9634353741496599,0.02699829931972789,0.009566326530612245,4704
36,2009,4,4475,0.9513180272108843,0.03358843537414966,0.015093537414965986,4704
36,2009,5,4426,0.9409013605442177,0.03932823129251701,0.019770408163265307,4704
36,2009,6,4361,0.9270833333333334,0.04889455782312925,0.024022108843537414,4704
36,2009,7,4298,0.9136904761904762,0.05654761904761905,0.02976190476190476,4704
36,2009,8,4222,0.8975340136054422,0.06738945578231292,0.035076530612244895,4704
36,2009,9,4164,0.8852040816326531,0.07525510204081633,0.039540816326530615,4704
36,2009,10,4112,0.8741496598639455,0.0820578231292517,0.04379251700680272,4704
36,2009,11,4040,0.858843537414966,0.09141156462585034,0.04974489795918367,4704
36,2009,12,3976,0.8452380952380952,0.10140306122448979,0.05335884353741496,4704
36,2009,13,3910,0.8312074829931972,0.11203231292517007,0.056760204081632654,4704
36,2009,14,3843,0.8169642857142857,0.12223639455782313,0.060799319727891155,4704
36,2009,15,3761,0.79953231292517,0.13626700680272108,0.06420068027210885,4704
36,2009,16,3681,0.7825255102040817,0.14902210884353742,0.06845238095238096,4704
36,2009,17,3571,0.7591411564625851,0.1683673469387755,0.07249149659863946,4704
36,2009,18,3487,0.7412840136054422,0.1834608843537415,0.07525510204081633,4704
36,2009,19,3393,0.7213010204081632,0.1989795918367347,0.07971938775510204,4704
36,2009,20,3287,0.6987670068027211,0.21704931972789115,0.08418367346938775,4704
36,2009,21,3202,0.6806972789115646,0.23129251700680273,0.08801020408163265,4704
36,2009,22,3121,0.6634778911564626,0.2463860544217687,0.09013605442176871,4704
36,2009,23,3044,0.6471088435374149,0.25977891156462585,0.09311224489795919,4704
36,2009,24,2955,0.6281887755102041,0.27465986394557823,0.09715136054421769,4704
36,2009,25,2861,0.6082057823129252,0.2918792517006803,0.09991496598639456,4704
36,2009,26,2780,0.5909863945578231,0.30739795918367346,0.1016156462585034,4704
36,2009,27,2671,0.5678146258503401,0.32653061224489793,0.1056547619047619,4704
36,2009,28,2572,0.5467687074829932,0.3450255102040816,0.10820578231292517,4704
36,2009,29,2495,0.5303996598639455,0.3450255102040816,0.11075680272108844,4704
36,2009,30,2415,0.5133928571428571,0.3450255102040816,0.11203231292517007,4704
36,2009,31,2301,0.48915816326530615,0.3450255102040816,0.11394557823129252,4704
36,2009,32,2204,0.4685374149659864,0.3450255102040816,0.11628401360544217,4704
36,2009,33,2110,0.44855442176870747,0.3450255102040816,0.11798469387755102,4704
36,2009,34,2014,0.4281462585034014,0.3450255102040816,0.12074829931972789,4704
36,2009,35,1940,0.41241496598639454,0.3450255102040816,0.1209608843537415,4704
36,2009,36,0,0.0,0.3450255102040816,0.12372448979591837,4704
36,2010,0,8450,1.0,0.0,0.0,8450
36,2010,1,8400,0.9940828402366864,0.0053254437869822485,0.000591715976331361,8450
36,2010,2,8311,0.9835502958579881,0.013846153846153847,0.0026035502958579883,8450
36,2010,3,8247,0.9759763313609467,0.019171597633136094,0.0048520710059171595,8450
36,2010,4,8158,0.9654437869822485,0.02710059171597633,0.007455621301775148,8450
36,2010,5,8061,0.9539644970414202,0.03467455621301775,0.01136094674556213,8450
36,2010,6,7965,0.942603550295858,0.043076923076923075,0.014319526627218936,8450
36,2010,7,7847,0.9286390532544379,0.05301775147928994,0.018343195266272188,8450
36,2010,8,7730,0.914792899408284,0.06331360946745562,0.021893491124260357,8450
36,2010,9,7613,0.9009467455621302,0.07396449704142012,0.025088757396449703,8450
36,2010,10,7472,0.8842603550295858,0.08698224852071006,0.028757396449704143,8450
36,2010,11,7317,0.8659171597633136,0.10142011834319527,0.03266272189349113,8450
36,2010,12,7164,0.847810650887574,0.11538461538461539,0.03680473372781065,8450
36,2010,13,7027,0.8315976331360947,0.12863905325443786,0.03976331360946746,8450
36,2010,14,6918,0.818698224852071,0.13846153846153847,0.04284023668639053,8450
36,2010,15,6777,0.8020118343195266,0.1523076923076923,0.04568047337278106,8450
36,2010,16,6613,0.782603550295858,0.16745562130177516,0.04994082840236686,8450
36,2010,17,6486,0.7675739644970414,0.18,0.05242603550295858,8450
36,2010,18,6350,0.7514792899408284,0.19349112426035503,0.05502958579881657,8450
36,2010,19,6223,0.7364497041420118,0.20615384615384616,0.05739644970414201,8450
36,2010,20,6062,0.717396449704142,0.222603550295858,0.06,8450
36,2010,21,5915,0.7,0.23680473372781066,0.06319526627218935,8450
36,2010,22,5733,0.6784615384615384,0.25479289940828403,0.06674556213017752,8450
36,2010,23,5595,0.6621301775147929,0.2688757396449704,0.06899408284023668,8450
36,2010,24,5415,0.6408284023668639,0.2880473372781065,0.07112426035502958,8450
36,2010,25,5251,0.6214201183431952,0.30532544378698223,0.07325443786982248,8450
36,2010,26,5133,0.6074556213017751,0.3166863905325444,0.07585798816568047,8450
36,2010,27,4891,0.5788165680473373,0.34272189349112425,0.07846153846153846,8450
36,2010,28,4759,0.5631952662721893,0.3557396449704142,0.08106508875739644,8450
36,2010,29,4522,0.5351479289940828,0.36,0.08378698224852071,8450
36,2010,30,4401,0.5208284023668639,0.36,0.0855621301775148,8450
36,2010,31,4153,0.4914792899408284,0.36,0.08899408284023669,8450
36,2010,32,4013,0.4749112426035503,0.36,0.09017751479289941,8450
36,2010,33,3810,0.450887573964497,0.36,0.09171597633136094,8450
36,2010,34,3660,0.4331360946745562,0.36,0.09289940828402367,8450
36,2010,35,3465,0.4100591715976331,0.36,0.09514792899408284,8450
36,2010,36,0,0.0,0.36,0.09775147928994082,8450
36,2011,0,14077,1.0,0.0,0.0,14077
36,2011,1,13984,0.99339347872416,0.0058961426440292675,0.0007103786318107551,14077
36,2011,2,13838,0.983021950699723,0.014065496909852952,0.002912552390424096,14077
36,2011,3,13724,0.9749236342970804,0.01967748810115792,0.005398877601761739,14077
36,2011,4,13579,0.9646231441358244,0.026994388008808694,0.00838246785536691,14077
36,2011,5,13421,0.9533991617532145,0.03473751509554593,0.011863323151239611,14077
36,2011,6,13248,0.9411096114228884,0.043262058677274985,0.01562832989983661,14077
36,2011,7,13082,0.9293173261348299,0.0519286779853662,0.018753995879803937,14077
36,2011,8,12817,0.9104922923918448,0.06599417489521915,0.023513532712935995,14077
36,2011,9,12623,0.8967109469347162,0.07643674078283726,0.026852312282446545,14077
36,2011,10,12423,0.8825033742985011,0.08695034453363643,0.030546281167862472,14077
36,2011,11,12198,0.8665198550827591,0.0992398948639625,0.034240250053278395,14077
36,2011,12,11933,0.8476948213397741,0.11366058108972082,0.038644597570505076,14077
36,2011,13,11686,0.8301484691340485,0.12786815372593593,0.041983377140015626,14077
36,2011,14,11471,0.8148753285501172,0.140157704056262,0.0449669673936208,14077
36,2011,15,11191,0.7949847268594161,0.15507565532428785,0.049939617816296085,14077
36,2011,16,10994,0.7809902678127442,0.1667969027491653,0.052212829438090504,14077
36,2011,17,10666,0.7576898486893514,0.18590608794487462,0.05640406336577396,14077
36,2011,18,10471,0.7438374653690417,0.19713007032748456,0.05903246430347375,14077
36,2011,19,10203,0.7247993180365134,0.21361085458549406,0.06158982737799247,14077
36,2011,20,9861,0.7005043688285857,0.23392768345528167,0.0655679477161327,14077
36,2011,21,9582,0.6806848050010655,0.25019535412374794,0.06911984087518648,14077
36,2011,22,9284,0.659515521773105,0.268096895645379,0.07238758258151595,14077
36,2011,23,8990,0.6386303899978689,0.2856432478511046,0.0757263621510265,14077
36,2011,24,8694,0.6176031824962706,0.30276337287774385,0.07963344462598565,14077
36,2011,25,8433,0.5990623002060098,0.317965475598494,0.0829722241954962,14077
36,2011,26,8223,0.584144348937984,0.33061021524472545,0.08524543581729062,14077
36,2011,27,7883,0.5599914754564183,0.3507139305249698,0.08929459401861192,14077
36,2011,28,7675,0.5452155999147545,0.36357178376074445,0.09121261632450096,14077
36,2011,29,7292,0.5180080983164026,0.36946792640477377,0.09455139589401151,14077
36,2011,30,7096,0.5040846771329118,0.36946792640477377,0.09554592597854657,14077
36,2011,31,6766,0.4806421822831569,0.36946792640477377,0.09810328905306528,14077
36,2011,32,6506,0.4621723378560773,0.36946792640477377,0.09916885700078142,14077
36,2011,33,6158,0.437451161469063,0.36946792640477377,0.10115791716985154,14077
36,2011,34,5899,0.41905235490516446,0.36946792640477377,0.10243659870711089,14077
36,2011,35,5604,0.39809618526674717,0.36946792640477377,0.10350216665482702,14077
36,2011,36,0,0.0,0.36946792640477377,0.10478084819208638,14077
36,2012,0,43418,0.999976968608213,2.3031391787005687e-05,0.0,43419
36,2012,1,43029,0.9910177572030677,0.007669453465072894,0.0013127893318593243,43419
36,2012,2,42692,0.9832561781708469,0.012989704967871208,0.0037541168612819273,43419
36,2012,3,42316,0.9745963748589327,0.01890877265713167,0.006494852483935604,43419
36,2012,4,41860,0.9640940602040581,0.025288468182132245,0.010617471613809623,43419
36,2012,5,41369,0.9527856468366384,0.03270457633754808,0.014509776825813584,43419
36,2012,6,40848,0.9407862917156083,0.04065040650406504,0.018563301780326585,43419
36,2012,7,40285,0.9278196181395242,0.04921808424883116,0.022962297611644672,43419
36,2012,8,39558,0.911075796310371,0.06087196849305603,0.02805223519657293,43419
36,2012,9,38821,0.8941016605633478,0.07275616665515097,0.03314217278150119,43419
36,2012,10,38088,0.8772196503834727,0.0841797369815058,0.038600612635021535,43419
36,2012,11,37263,0.858218752159193,0.097192473341164,0.04458877449964301,43419
36,2012,12,36418,0.8387572260991731,0.11110343398051545,0.05013933992031139,43419
36,2012,13,35643,0.8209078974642438,0.12407010755659964,0.055021994979156594,43419
36,2012,14,34839,0.8023906584674911,0.137658628710933,0.05995071282157581,43419
36,2012,15,34072,0.7847255809668578,0.1509938045556093,0.06428061447753287,43419
36,2012,16,33321,0.7674290057348165,0.16409866648241553,0.06847232778276792,43419
36,2012,17,32455,0.7474838204472696,0.1793684792372003,0.07314770031553007,43419
36,2012,18,31542,0.7264561597457334,0.19523710817844722,0.07830673207581934,43419
36,2012,19,30773,0.708745019461526,0.2089868490752896,0.08226813146318432,43419
36,2012,20,29812,0.6866118519542136,0.22621433013196987,0.08717381791381654,43419
36,2012,21,28939,0.6665054469241576,0.24203689628964278,0.09145765678619959,43419
36,2012,22,27901,0.6425988622492457,0.26124507704000555,0.09615606071074875,43419
36,2012,23,27025,0.6224233630438287,0.2781270872198807,0.09944954973629057,43419
36,2012,24,26018,0.599230751514314,0.29735829936203045,0.10341094912365555,43419
36,2012,25,25065,0.5772818351412976,0.315599161657339,0.10711900320136346,43419
36,2012,26,24188,0.5570833045440936,0.3328036113222322,0.1101130841336742,43419
36,2012,27,23214,0.53465072894355,0.3516893525875769,0.11365991846887308,43419
36,2012,28,22311,0.513853382159884,0.36928533591284923,0.11686128192726686,43419
36,2012,29,21393,0.4927105644994127,0.36928533591284923,0.11985536285957761,43419
36,2012,30,20406,0.4699785808056381,0.36928533591284923,0.12303369492618439,43419
36,2012,31,19433,0.4475690365968816,0.36928533591284923,0.12545199106382,43419
36,2012,32,18466,0.42529768073884705,0.36928533591284923,0.1278933185932426,43419
36,2012,33,17575,0.40477671065662496,0.36928533591284923,0.13012736359658214,43419
36,2012,34,16716,0.3849927451115871,0.36928533591284923,0.13206200050669062,43419
36,2012,35,15938,0.36707432230129666,0.36928533591284923,0.133536009581059,43419
36,2012,36,0,0.0,0.36928533591284923,0.1347797047375573,43419
36,2013,0,100340,0.9999800681668694,1.993183313069303e-05,0.0,100342
36,2013,1,99402,0.9906320384285743,0.008152119750453449,0.0012158418209722748,100342
36,2013,2,98541,0.982051384265811,0.014829283849235615,0.003119331884953459,100342
36,2013,3,97588,0.9725538657790357,0.021835323194674214,0.0056108110262900876,100342
36,2013,4,96530,0.962009926052899,0.02970839728129796,0.008281676665802954,100342
36,2013,5,95414,0.9508879631659723,0.0378804488648821,0.011231587969145522,100342
36,2013,6,94009,0.9368858503916605,0.04821510434314644,0.014899045265193039,100342
36,2013,7,92633,0.9231727491977437,0.058181020908492954,0.01864622989376333,100342
36,2013,8,90645,0.9033605070658348,0.07336907775408104,0.023270415180084113,100342
36,2013,9,88831,0.8852823344162962,0.08732136094556617,0.02739630463813757,100342
36,2013,10,87007,0.8671045026011043,0.10131350780331268,0.03158198959558311,100342
36,2013,11,84818,0.8452891112395607,0.11819577046500966,0.03651511829542963,100342
36,2013,12,82664,0.8238225269578043,0.13468936238065815,0.04148811066153754,100342
36,2013,13,80550,0.8027545793386618,0.15081421538338882,0.04643120527794941,100342
36,2013,14,78396,0.7812879950569054,0.16772637579478183,0.05098562914831277,100342
36,2013,15,76281,0.7602100815211975,0.18420003587729963,0.05558988260150286,100342
36,2013,16,74025,0.7377269737497758,0.20224831077714217,0.06002471547308206,100342
36,2013,17,71703,0.7145861154850411,0.22073508600585995,0.06467879850909888,100342
36,2013,18,69417,0.691804030216659,0.2387634290725718,0.06943254071076917,100342
36,2013,19,67364,0.6713440035080026,0.2557553168164876,0.07290067967550976,100342
36,2013,20,64816,0.6459508480994998,0.2764246277730163,0.07762452412748401,100342
36,2013,21,62751,0.6253712303920591,0.29306770843714497,0.08156106117079588,100342
36,2013,22,60192,0.5998684499013375,0.3142253493053756,0.08590620079328695,100342
36,2013,23,57855,0.5765781028881226,0.3336987502740627,0.08972314683781467,100342
36,2013,24,55350,0.5516134818919296,0.3544577544796795,0.09392876362839091,100342
36,2013,25,53034,0.5285324191265871,0.37392118953180126,0.0975463913416117,100342
36,2013,26,50808,0.5063482888521257,0.3930059197544398,0.10064579139343445,100342
36,2013,27,48654,0.48488170457036933,0.4112933766518507,0.10382491877778,100342
36,2013,28,46498,0.4633951884554823,0.4299794702118754,0.10662534133264236,100342
36,2013,29,44415,0.44263618424986545,0.4299794702118754,0.10949552530346215,100342
36,2013,30,42343,0.42198680512646747,0.4299794702118754,0.1122261864423671,100342
36,2013,31,40239,0.4010185166729784,0.4299794702118754,0.11477746108309582,100342
36,2013,32,38269,0.38138566103924576,0.4299794702118754,0.11695003089434135,100342
36,2013,33,36400,0.36275936297861316,0.4299794702118754,0.11892328237427996,100342
36,2013,34,34525,0.3440732694185884,0.4299794702118754,0.12057762452412749,100342
36,2013,35,32357,0.3224671623049172,0.4299794702118754,0.12170377309601164,100342
36,2013,36,0,0.0,0.4299794702118754,0.12256084192063144,100342
36,2014,0,162451,0.9998399773506405,0.00016002264935960166,0.0,162477
36,2014,1,160828,0.9898508712002314,0.009078207992515864,0.0010709208072527188,162477
36,2014,2,159392,0.981012697181755,0.016180751737168955,0.0028065510810760907,162477
36,2014,3,157708,0.9706481532770792,0.02404648042492168,0.005305366297999102,162477
36,2014,4,155789,0.958837250810884,0.03270001292490629,0.008462736264209703,162477
36,2014,5,153640,0.9456107633695846,0.042492168122257305,0.011897068508158078,162477
36,2014,6,150871,0.928568351212787,0.05512164798709971,0.016310000800113248,162477
36,2014,7,148218,0.9122398862608246,0.06764034294084702,0.020119770798328378,162477
36,2014,8,144219,0.8876271718458613,0.0873908307021917,0.024981997451947045,162477
36,2014,9,140895,0.8671688915969645,0.10326384657520757,0.02956726182782794,162477
36,2014,10,137722,0.8476399736578101,0.11814595296565052,0.03421407337653945,162477
36,2014,11,133706,0.8229226290490347,0.13672088972593044,0.04035648122503493,162477
36,2014,12,129744,0.7985376391735446,0.15544353970100383,0.0460188211254516,162477
36,2014,13,125885,0.7747865851782099,0.17400001230943457,0.051213402512355594,162477
36,2014,14,122029,0.7510539953347243,0.19264265095982816,0.05630335370544754,162477
36,2014,15,118343,0.7283677074293592,0.21033746314863028,0.0612948294220105,162477
36,2014,16,114380,0.703976562836586,0.22949709805080104,0.06652633911261287,162477
36,2014,17,110593,0.6806686484856318,0.24793047631357054,0.07140087520079764,162477
36,2014,18,107044,0.6588255568480462,0.26496673375308505,0.07620770939886877,162477
36,2014,19,103816,0.6389581294583233,0.28040276469900355,0.08063910584267311,162477
36,2014,20,99707,0.6136683961422232,0.3006887128639746,0.0856428909938022,162477
36,2014,21,96477,0.5937886593179342,0.31622937400370515,0.08998196667836063,162477
36,2014,22,92592,0.56987758267324,0.33512435606270424,0.09499806126405584,162477
36,2014,23,89334,0.5498255137650252,0.35093582476288954,0.09923866147208528,162477
36,2014,24,85668,0.5272623202053214,0.3684521501504828,0.1042855296441958,162477
36,2014,25,82107,0.505345371960339,0.3862946755540784,0.10835995248558257,162477
36,2014,26,79467,0.48909691833305635,0.3993242120423198,0.1115788696246238,162477
36,2014,27,75727,0.46607827569440596,0.41823765825316817,0.11568406605242589,162477
36,2014,28,73608,0.4530364297715984,0.4290638059540735,0.11789976427432806,162477
36,2014,29,69011,0.42474319442136427,0.43579091194445985,0.12234347015269853,162477
36,2014,30,66901,0.41175674095410425,0.43579091194445985,0.12418373062033396,162477
36,2014,31,62849,0.3868178265231387,0.43579091194445985,0.1275257421050364,162477
36,2014,32,59730,0.3676212633172695,0.43579091194445985,0.12958757239486204,162477
36,2014,33,55917,0.3441533263169556,0.43579091194445985,0.1322402555438616,162477
36,2014,34,52657,0.3240889479741748,0.43579091194445985,0.13375431599549475,162477
36,2014,35,47934,0.29502021824627483,0.43579091194445985,0.13540378022735525,162477
36,2014,36,0,0.0,0.43579091194445985,0.13677012746419492,162477
36,2015,0,282130,0.9975391229943499,0.002457341262825907,3.535742824209938e-06,282826
36,2015,1,279058,0.9866773210383769,0.012177098286579027,0.00114558067504402,282826
36,2015,2,276189,0.9765332748757186,0.020351735696152406,0.0031149894281289558,282826
36,2015,3,272909,0.96493603841231,0.02919109275667725,0.005872868831012707,282826
36,2015,4,269298,0.952168471074088,0.0386704192683841,0.00916110965752795,282826
36,2015,5,265156,0.9375234242962104,0.0491680397134634,0.013308535990326208,282826
36,2015,6,260600,0.9214145799891099,0.06071224003450885,0.01787317997638124,282826
36,2015,7,256111,0.9055426304512315,0.07187811587336383,0.022579253675404667,282826
36,2015,8,250196,0.8846287116460297,0.08679541484870557,0.02857587350526472,282826
36,2015,9,245311,0.8673566079497642,0.09884169065078882,0.03380170139944701,282826
36,2015,10,240171,0.8491828898333251,0.11150672144710883,0.039310388719566096,282826
36,2015,11,233912,0.8270526754965951,0.12725491998613989,0.045692404517265035,282826
36,2015,12,227665,0.8049648900737556,0.1430172614964678,0.05201784842977661,282826
36,2015,13,221110,0.7817880958610595,0.1601726856795344,0.058039218459406135,282826
36,2015,14,215995,0.7637027713152256,0.1733998995849038,0.06289732909987059,282826
36,2015,15,208547,0.73736855876051,0.19263787629143006,0.06999356494805994,282826
36,2015,16,204090,0.7216097529930063,0.20417146938400288,0.07421877762299081,282826
36,2015,17,195693,0.6919201204981155,0.22656332868972442,0.08151655081216012,282826
36,2015,18,191374,0.6766492472403527,0.23796609929780146,0.0853846534618458,282826
36,2015,19,185264,0.65504585858443,0.2546159122570061,0.09033822915856392,282826
36,2015,20,177358,0.6270922758162263,0.2763925523113151,0.09651517187245869,282826
36,2015,21,171031,0.6047216309674499,0.29416673148861844,0.1011116375439316,282826
36,2015,22,164122,0.5802931837949835,0.31369817484955415,0.10600864135546237,282826
36,2015,23,157223,0.5559000940507591,0.3330987957259941,0.1110011102232468,282826
36,2015,24,150540,0.5322707247565641,0.3522908077758056,0.11543846746763027,282826
36,2015,25,144129,0.5096030775105542,0.37097720860175515,0.11941971388769067,282826
36,2015,26,139363,0.49275172721036964,0.3849221783004391,0.12232609448919124,282826
